1,-0.007038447726839449,-0.01425151902768784
2,0.10700076469884347,-0.5580121113836712
3,0.5749023798534723,-1.7994005363086378
4,1.3910421507151836,-2.566898625512639
5,1.8854913935582394,-3.5573678592064115
6,2.7932135895103936,-4.750839083337433
7,3.9991296319226115,-6.142871552713723
8,5.639768240506779,-7.763636654755042
9,7.198655900795122,-9.876882024420082
10,1.713033799279852,-13.376225637434269
11,0.3542647982040124,-17.15510231369937
12,-0.9342808610518281,-19.99266711350182
13,-3.7038887536051894,-23.589095963776927
14,-4.586452736581922,-28.20765822098958
15,-5.15805087599186,-34.08980440801291
16,-8.132839499626074,-36.26977870512434
17,-9.510453321097835,-38.99286389838711
18,-9.510320123154466,-41.9786004048671
19,-9.981090023638592,-44.6483913760718
20,-11.862880419188393,-45.36608982640419
21,-14.706146960674385,-44.05813319128999
22,-15.854666403201565,-42.859962518373536
23,-16.36596148078328,-41.43181619390055
24,-18.362881236165038,-39.46494555186659
25,-19.717935914276097,-36.92437842210652
26,-22.513568199890383,-34.44916601785491
27,-25.2525642968919,-31.399385808368418
28,-27.373304578149845,-27.037334009675174
29,-28.554390601783265,-42.59285893737282
30,-30.521635281584842,-45.2559677205543
31,-31.081166563804288,-47.1801786307941
32,-32.76625070929854,-49.66842125522723
33,-33.39903233128859,-53.61057365189237
34,-35.12937100191692,-56.9060780630929
35,-36.928666203550215,-58.696495536316505
36,-37.849429835544285,-61.68574942522961
37,-39.43987110033106,-63.69362128973726
38,-40.16713006207532,-64.11362852870303
39,-40.394918410306076,-64.99978883025818
40,-40.03581408906349,-65.22289790356966
41,-39.3720316967672,-65.90189755156324
42,-39.42758522115388,-66.8147034700263
43,-41.33465342734764,-67.44774840956293
44,-41.021232757713584,-68.60550748532704
45,-40.789102421408536,-68.59261153123636
46,-39.92745327526651,-68.2395402206464
47,-38.36255603442535,-68.58379404390581
48,-34.41761295521662,-70.33563678381746
49,-33.20799588895375,-69.65566061125728
50,-30.588544675407682,-68.79641613411353
51,-24.309374122377093,-67.17648234244317
52,-18.465588615788814,-63.84674545223356
53,-15.745458325871779,-60.805379914074614
54,-11.94826022263488,-57.32729612156011
55,-8.662795514132378,-53.13519133878158
56,-5.461844684626035,-49.46423095345738
57,-1.676549852210527,-45.95426439430081
58,3.4564463829853413,-41.27449420714128
59,9.368621751149906,-35.66226270873923
60,16.578879486817574,-29.054077266366598
61,24.377208539279383,-24.48413876051172
62,32.237932833452284,-17.54247179131585
63,40.80118020649289,-10.310289563609816
64,50.0615012453194,-2.5828450850590157
65,60.04792893999499,5.696651447831453
66,68.96452649173975,16.47413380444022
67,92.61276591934451,30.371451054638843
68,108.40750016969888,41.85900674435126
69,120.45541731241549,48.116378156159584
